week,date,time,away,home,neutral,away_state,home_state
3,2026-09-04,7pm,Tinora (Defiance),Archbold (Archbold),0,,
3,2026-09-04,7pm,Tippecanoe (Tipp City),Fairborn (Fairborn),0,,
3,2026-09-04,7pm,Trimble (Glouster),Vinton County (McArthur),0,,
3,2026-09-04,7pm,Trinity (Garfield Heights),Rootstown (Rootstown),0,,
3,2026-09-04,7pm,Tri-Valley (Dresden),Clinton-Massie (Clarksville),0,,
3,2026-09-04,7pm,Tri-Village (New Madison),Tri-County North (Lewisburg),0,,
3,2026-09-04,7pm,Trotwood-Madison (Trotwood),Springfield (Springfield),0,,
3,2026-09-04,7pm,Turpin (Cincinnati),Walnut Hills (Cincinnati),0,,
3,2026-09-04,7pm,Tuscarawas Central Catholic (New Philadelphia),St Thomas Aquinas (Louisville),0,,
3,2026-09-04,7pm,Tuscarawas Valley (Zoarville),East Knox (Howard),0,,
3,2026-09-04,7pm,Tuslaw (Massillon),Caldwell (Caldwell),0,,
3,2026-09-04,7pm,Unioto (Chillicothe),Waverly (Waverly),0,,
3,2026-09-04,7pm,United (Hanoverton),Crestview (Columbiana),0,,
3,2026-09-04,7pm,University School (Hunting Valley),North (Eastlake),0,,
3,2026-09-04,7pm,Upper Scioto Valley (McGuffey),Cardington-Lincoln (Cardington),0,,
3,2026-09-04,7pm,Utica (Utica),Fredericktown (Fredericktown),0,,
3,2026-09-04,7pm,Valley (Lucasville),Piketon (Piketon),0,,
3,2026-09-04,7pm,Valley Forge (Parma Heights),Revere (Richfield),0,,
3,2026-09-04,7pm,Valley View (Germantown),Bellbrook (Bellbrook),0,,
3,2026-09-04,7pm,Van Wert (Van Wert),Bath (Lima),0,,
3,2026-09-04,7pm,Vermilion (Vermilion),Clearview (Lorain),0,,
3,2026-09-04,7pm,Versailles (Versailles),St Henry (St Henry),0,,
3,2026-09-04,7pm,Wadsworth (Wadsworth),Jackson (Massillon),0,,
3,2026-09-04,7pm,Walnut Ridge (Columbus),Hilliard Darby (Hilliard),0,,
3,2026-09-04,7pm,Warren (Vincent),Logan (Logan),0,,
3,2026-09-04,7pm,Warrensville Heights (Warrensville Heights),Westlake (Westlake),0,,
3,2026-09-04,7pm,Waterloo (Atwater),Lisbon David Anderson (Lisbon),0,,
3,2026-09-04,7pm,Watkins Memorial (Pataskala),Mansfield Senior (Mansfield),0,,
3,2026-09-04,7pm,Waynesfield-Goshen (Waynesfield),Elgin (Marion),0,,
3,2026-09-04,7pm,Wayne Trace (Haviland),Crestview (Convoy),0,,
3,2026-09-04,7pm,Wellsville (Wellsville),Leetonia (Leetonia),0,,
3,2026-09-04,7pm,West Carrollton (West Carrollton),Troy (Troy),0,,
3,2026-09-04,7pm,Western Hills (Cincinnati),Cincinnati Country Day (Cincinnati),0,,
3,2026-09-04,7pm,Western Reserve (Berlin Center),Columbiana (Columbiana),0,,
3,2026-09-04,7pm,Western Reserve (Collins),Northwestern (West Salem),0,,
3,2026-09-04,6pm,Westerville North (Westerville),Westerville Central (Westerville),0,,
3,2026-09-04,7pm,Westfall (Williamsport),Circleville (Circleville),0,,
3,2026-09-04,7pm,West Geauga (Chesterland),Chagrin Falls (Chagrin Falls),0,,
3,2026-09-04,7pm,West Holmes (Millersburg),Orrville (Orrville),0,,
3,2026-09-04,7pm,Westland (Galloway),Central Crossing (Grove City),0,,
3,2026-09-04,7pm,Whetstone (Columbus),Briggs (Columbus),0,,
3,2026-09-04,7pm,Whitehall-Yearling (Whitehall),Pleasant (Marion),0,,
3,2026-09-04,7pm,Whitmer (Toledo),Sylvania Southview (Sylvania),0,,
3,2026-09-04,6pm,Wickliffe (Wickliffe),Woodward (Toledo),0,,
3,2026-09-04,7pm,Wilmington (Wilmington),Mount Healthy (Cincinnati),0,,
3,2026-09-04,7pm,Woodmore (Elmore),Fostoria (Fostoria),0,,
3,2026-09-04,7pm,Woodward (Cincinnati),Reading (Reading),0,,
3,2026-09-04,7pm,Wooster (Wooster),Triway (Wooster),0,,
3,2026-09-04,7pm,Worthington Christian (Worthington),Centerburg (Centerburg),0,,
3,2026-09-04,7pm,Worthington Kilbourne (Columbus),Canal Winchester (Canal Winchester),0,,
3,2026-09-04,7pm,Wynford (Bucyrus),Upper Sandusky (Upper Sandusky),0,,
3,2026-09-04,7pm,Wyoming (Cincinnati),Monroe (Monroe),0,,
3,2026-09-04,7pm,Zanesville (Zanesville),Newark (Newark),0,,
3,2026-09-04,7pm,Zane Trace (Chillicothe),Amanda-Clearcreek (Amanda),0,,
3,2026-09-04,7pm,Clark Montessori (Cincinnati),Finneytown (Cincinnati),0,,
3,2026-09-04,7pm,Cincinnati College Prep (Cincinnati),Dunbar (Dayton),0,,
3,2026-09-04,7pm,Gamble Montessori (Cincinnati),Norwood (Norwood),0,,
3,2026-09-04,7pm,KIPP Columbus (Columbus),Northmont (Clayton),0,,
3,2026-09-04,7pm,West Union (club) (West Union),Sciotoville Community (Portsmouth),0,,
3,2026-09-04,7pm,Oak Glen (New Cumberland),River (Hannibal),0,WV,
3,2026-09-04,7pm,Point Pleasant (Point Pleasant),Gallia Academy (Gallipolis),0,WV,
3,2026-09-04,7pm,St Marys (St Marys),Webster County,0,WV,WV
3,2026-09-04,7pm,Valley (Wetzel) (Pine Grove),Cameron (Cameron),0,WV,WV
3,2026-09-04,7pm,Van (Van),Madonna (Weirton),0,WV,WV
3,2026-09-04,7pm,Wahama (Mason),Midland Trail,0,WV,WV
3,2026-09-04,7pm,Weir (Weirton),John Marshall (Glen Dale),0,WV,WV
3,2026-09-04,7pm,Williamstown (Williamstown),Tyler Consolidated,0,WV,WV
3,2026-09-04,7pm,Wirt County (Elizabeth),Magnolia (New Martinsville),0,WV,WV
3,2026-09-04,7pm,Spring Mills (Martinsburg),Wheeling Park (Wheeling),0,WV,WV
3,2026-09-04,7pm,Linsly (Wheeling),Steubenville (Steubenville),0,WV,
3,2026-09-04,7:30pm,Expression Prep Academy (Huntington),Greater Beckley Christian,0,WV,WV
3,2026-09-04,7:30pm,Belfry (Belfry),Johnson Central,0,KY,KY
3,2026-09-04,7:30pm,Boyd County (Ashland),East Carter,0,KY,KY
3,2026-09-04,7:30pm,Bryan Station,Corbin (Corbin),0,KY,KY
3,2026-09-04,7pm,Conner (Hebron),Lloyd Memorial (Erlanger),0,KY,KY
3,2026-09-04,7:30pm,Dixie Heights (Edgewood),Beechwood (Fort Mitchell),0,KY,KY
3,2026-09-04,7:30pm,Fairview (Ashland),Berea,0,KY,KY
3,2026-09-04,7pm,Highlands (Fort Thomas),Campbell County (Alexandria),0,KY,KY
3,2026-09-04,7:30pm,Lawrence County,Ashland Blazer (Ashland),0,KY,KY
3,2026-09-04,7pm,Newport Central Catholic,Boone County,0,KY,KY
3,2026-09-04,7:30pm,Nicholas County,Lewis County (Vanceburg),0,KY,KY
3,2026-09-04,8:30pm,Pikeville (Pikeville),Raceland (Raceland),0,KY,KY
3,2026-09-04,7:30pm,Ryle (Union),Cooper (Union),0,KY,KY
3,2026-09-04,7pm,Simon Kenton (Independence),Covington Catholic (Park Hills),0,KY,KY
3,2026-09-04,7:30pm,Somerset (Somerset),Pulaski Southwestern,0,KY,KY
3,2026-09-04,7pm,St Xavier (Louisville),Male (Louisville),0,KY,KY
3,2026-09-04,7:30pm,West Carter,Russell (Russell),0,KY,KY
3,2026-09-04,7pm,Davison,Novi Detroit Catholic Central (Novi),0,MI,MI
3,2026-09-04,7pm,Detroit King (Detroit),Orchard Lake St Mary (Orchard Lake),0,MI,MI
3,2026-09-04,7pm,Lumen Christi (Jackson),Harvest Prep (Canal Winchester),0,MI,
3,2026-09-04,7pm,Pewamo-Westphalia,Ottawa Lake Whiteford (Ottawa Lake),0,MI,MI
3,2026-09-04,7pm,River Rouge (River Rouge),Brother Rice (Bloomfield Hills),0,MI,MI
3,2026-09-04,7pm,Steelton Highspire,Westinghouse (Pittsburgh),0,PA,PA
3,2026-09-04,7pm,Everett (Everett),Mount Union,0,PA,PA
3,2026-09-04,,New Castle (New Castle),Imani Christian Academy (Pittsburgh),0,PA,PA
3,2026-09-04,7pm,West Allegheny,Pine-Richland (Gibsonia),0,PA,PA
3,2026-09-04,7pm,Seton LaSalle,Western Beaver (Industry),0,PA,PA
3,2026-09-04,7pm,Jeannette (Jeannette),Southmoreland,0,PA,PA
3,2026-09-04,7pm,Taylor Allderdice (Pittsburgh),Butler (Butler),0,PA,PA
3,2026-09-04,7pm,Brashear (Pittsburgh),Martins Ferry (Martins Ferry),0,PA,
3,2026-09-04,7pm,Carrick (Pittsburgh),Baldwin,0,PA,PA
3,2026-09-04,7pm,Perry Traditional Academy (Pittsburgh),Shady Side Academy,0,PA,PA
3,2026-09-04,6pm,Meadville,Erie (Erie),0,PA,PA
3,2026-09-04,7pm,Lakeview,Farrell (Farrell),0,PA,PA
3,2026-09-04,7pm,University Prep (USO co-op) (Pittsburgh),Girard (Girard),0,PA,
3,2026-09-04,7pm,Saint Joseph's Prep (Philadelphia),Brentwood Academy (Brentwood),0,PA,TN
3,2026-09-04,7pm,East Central (St Leon),Elder (Cincinnati),0,IN,
3,2026-09-04,7pm,Fort Wayne Wayne,Bishop Dwenger (Fort Wayne),0,IN,IN
3,2026-09-04,7pm,Hamilton Heights (Arcadia),Logansport,0,IN,IN
3,2026-09-04,7pm,Indianapolis Arsenal Technical (Indianapolis),Southport (Indianapolis),0,IN,IN
3,2026-09-04,7pm,Bishop Chatard (Indianapolis),Roncalli (Indianapolis),0,IN,IN
3,2026-09-04,7pm,Cardinal Ritter (Indianapolis),Providence,0,IN,IN
3,2026-09-04,7pm,Cathedral (Indianapolis),St Xavier (Cincinnati),0,IN,
3,2026-09-04,7pm,Richmond (Richmond),Crispus Attucks (Indianapolis),0,IN,IN
3,2026-09-04,7pm,South Dearborn (Aurora),Batesville,0,IN,IN
3,2026-09-04,7:30pm,South Newton,Indiana School for the Deaf,0,IN,IN
3,2026-09-04,7:30pm,Terre Haute North Vigo,Bloomington South (Bloomington),0,IN,IN
3,2026-09-04,7pm,Wes-Del (Gaston),Blackhawk Christian (Fort Wayne),0,IN,IN
3,2026-09-04,7pm,Indianapolis Crimson Knights (club),Christel House - Manual (Indianapolis),0,IN,IN
3,2026-09-04,8pm,Osceola Grace (club) (Elkhart),Noblesville Lions (club) (Noblesville),0,IN,IN
3,2026-09-04,7pm,Baylor (Chattanooga),Rabun Gap - Nacoochee (Rabun Gap),0,TN,GA
3,2026-09-04,7pm,Christ Presbyterian Academy (Nashville),Tupelo (Tupelo),0,TN,MS
3,2026-09-04,7pm,Middle Tennessee Christian School (Murfreesboro),Rock Hill (Ironton),0,TN,
3,2026-09-04,8pm,Smyrna,Oakland (Murfreesboro),0,TN,TN
3,2026-09-04,7:30pm,Castlewood,Phelps,0,VA,KY
3,2026-09-04,,Bishop Ireton (Alexandria),Our Lady of Mount Carmel (Essex),0,VA,MD
3,2026-09-04,,The St James Academy (Springfield),Paramus Catholic (Paramus),0,VA,NJ
3,2026-09-04,,Saint Frances Academy (Baltimore),Vero Beach (Vero Beach),0,MD,FL
3,2026-09-04,7pm,Riverdale Baptist (Upper Marlboro),North East (North East),0,MD,MD
3,2026-09-04,,Mt Zion Prep (Lanham),Hewlett Sports Academy (Waldorf),0,MD,MD
3,2026-09-04,6:30pm,Coolidge (Washington),Gonzaga (Washington),0,DC,DC
3,2026-09-04,6pm,Archbishop Carroll (Washington),Friendship Collegiate (Washington),0,DC,DC
3,2026-09-04,9pm,St Francis (Hamburg),Lewis J Bennett (Buffalo),1,NY,NY
3,2026-09-04,6pm,Long Island St Anthony's (South Huntington),Red Bank Catholic (Red Bank),0,NY,NJ
3,2026-09-04,5pm,University Prep (Rochester),Bishop Timon - St Jude (Buffalo),0,NY,NY
3,2026-09-04,7pm,Iona Prep (New Rochelle),Christian Brothers Academy - Syracuse (Syracuse),0,NY,NY
3,2026-09-04,1pm,Eagle Academy for Young Men III (Jamaica),St John the Baptist (West Islip),0,NY,NY
3,2026-09-04,7pm,Eagle Academy for Young Men II (Brooklyn),Archbishop Hoban (Akron),0,NY,
3,2026-09-04,7pm,Bergen Catholic (Oradell),Good Counsel (Wheaton),0,NJ,MD
3,2026-09-04,,Cornerstone Christian (San Antonio),Center (Center),0,TX,TX
3,2026-09-04,,Legacy Sport Sciences (Spring),St Charles Catholic (LaPlace),0,TX,LA
3,2026-09-04,8pm,De Smet Jesuit (St Louis),Cardinal Ritter (St Louis),0,MO,MO
3,2026-09-04,7pm,Football North (via Clarkson SS) (Mississauga),Glenville (Cleveland),0,ON,
3,2026-09-04,9pm,Bishop Gorman (Las Vegas),Lone Peak,0,NV,UT
3,2026-09-04,7pm,Wekiva (Apopka),West Orange (Winter Garden),0,FL,FL
3,2026-09-04,7pm,Cardinal Gibbons (Raleigh),Southern Durham (Durham),0,NC,NC
3,2026-09-04,5am,"American School in Japan (Chōfu, Tokyo)",Humphreys (Pyeongtaek),0,JAPAN,SOUTH KOREA
3,2026-09-04,,NFL Academy (Loughborough),Massillon Washington (Massillon),0,UK,
3,2026-09-05,7pm,Adena (Frankfort),Landmark Eagles (club) (Cincinnati),0,,
3,2026-09-05,7pm,Bishop Watterson (Columbus),Ursuline (Youngstown),0,,
3,2026-09-05,12pm,Cleveland Central Catholic (Cleveland),John Marshall (Cleveland),0,,
3,2026-09-05,7pm,Cleveland Heights (Cleveland Heights),GlenOak (Canton),1,,
3,2026-09-05,7pm,Firestone (Akron),Lutheran East (Cleveland Heights),0,,
3,2026-09-05,4pm,Holgate (Holgate),Kennedy Catholic (Hermitage),0,,PA
3,2026-09-05,6pm,Jackson-Milton (North Jackson),St John School (Ashtabula),0,,
3,2026-09-05,2pm,Lake Catholic (Mentor),Buchtel (Akron),0,,
3,2026-09-05,6pm,Sebring McKinley (Sebring),Danbury (Lakeside),0,,
3,2026-09-05,12pm,North (Akron),East Technical (Cleveland),0,,
3,2026-09-05,7pm,Plymouth (Plymouth),St Mary Central Catholic (Sandusky),0,,
3,2026-09-05,7pm,Pymatuning Valley (Andover),Valley Christian School (Youngstown),0,,
3,2026-09-05,6pm,St Joseph Central Catholic (Fremont),Chalker (Southington),0,,
3,2026-09-05,1pm,Stryker (Stryker),Windham (Windham),0,,
3,2026-09-05,5pm,Columbus Crusaders (club) (Columbus),Phalen Academy,0,,IN
3,2026-09-05,5pm,C4 Lions (club) (Middletown),North Adams (club) (Seaman),0,,
3,2026-09-05,3:30pm,Foxfire (Zanesville),Peebles (club) (Peebles),0,,
3,2026-09-05,3pm,Morristown,Tri-State King's Crusaders (club) (Harlan),0,IN,IN
3,2026-09-05,,Kosciusko Thunder (club),Greenwood Christian,0,IN,IN
3,2026-09-05,4pm,Loudoun Sports Academy (Leesburg),The Hun School (Princeton),0,VA,NJ
3,2026-09-05,8pm,Eleanor Roosevelt (Greenbelt),Digital Pioneers Academy (Washington),0,MD,DC
3,2026-09-05,7pm,DeMatha Catholic (Hyattsville),Imhotep Charter (Philadelphia),0,MD,PA
3,2026-09-05,2pm,St John's College (Washington),Archbishop Spalding (Severn),1,DC,MD
3,2026-09-05,3pm,St Francis Prep (Fresh Meadows),Stow-Munroe Falls (Stow),1,NY,
3,2026-09-05,6pm,Health Sciences (Buffalo),Canisius (Buffalo),1,NY,NY
3,2026-09-05,,St Thomas More (Oakdale),St Peter's Prep,0,CT,NJ
3,2026-09-05,12pm,Paulsboro (Paulsboro),Salem (Salem),0,NJ,NJ
3,2026-09-05,,IMG Academy (Bradenton),Saint Louis School,0,FL,HI
4,2026-09-10,7pm,Aurora (Aurora),Mayfield (Mayfield),0,,
4,2026-09-10,7pm,Beachwood (Beachwood),Fairport Harding (Fairport Harbor),0,,
4,2026-09-10,7pm,Chagrin Falls (Chagrin Falls),Fairview (Fairview Park),0,,
4,2026-09-10,7pm,Twinsburg (Twinsburg),Revere (Richfield),0,,
4,2026-09-10,7pm,Copley (Copley),Kenston (Chagrin Falls),0,,
4,2026-09-10,7pm,Sciotoville Community (Portsmouth),Manchester (Manchester),0,,
4,2026-09-10,7pm,Grandview Heights (Columbus),Bexley (Columbus),0,,
4,2026-09-10,7pm,Granville (Granville),Columbus Academy (Gahanna),0,,
4,2026-09-10,7pm,Lutheran West (Rocky River),Orange (Pepper Pike),0,,
4,2026-09-10,7pm,Riverside (Painesville),Shaker Heights (Shaker Heights),0,,
4,2026-09-10,7pm,St Thomas Aquinas (Louisville),North (Akron),0,,
4,2026-09-10,6pm,Scott (Toledo),Start (Toledo),0,,
4,2026-09-10,7pm,Solon (Solon),Wadsworth (Wadsworth),0,,
4,2026-09-10,7pm,University School (Hunting Valley),Grand Valley (Orwell),0,,
4,2026-09-10,7pm,West Geauga (Chesterland),Hawken (Gates Mills),0,,
4,2026-09-10,7pm,Whetstone (Columbus),Beechcroft (Columbus),0,,
4,2026-09-10,6pm,Stivers (Dayton),Belmont (Dayton),0,,
4,2026-09-10,7pm,Cincinnati College Prep (Cincinnati),Cincinnati Country Day (Cincinnati),0,,
4,2026-09-10,7pm,Leechburg,Perry Traditional Academy (Pittsburgh),0,PA,PA
4,2026-09-10,7pm,Taylor Allderdice (Pittsburgh),Clairton (Clairton),0,PA,PA
4,2026-09-10,,Dundalk (Baltimore),Our Lady of Mount Carmel (Essex),0,MD,MD
4,2026-09-10,,Mt Zion Prep (Lanham),McDonogh School (Owings Mills),0,MD,MD
4,2026-09-10,6pm,Dunbar (Washington),Dunbar (Baltimore),1,DC,MD
4,2026-09-10,7pm,Ocoee (Ocoee),West Orange (Winter Garden),0,FL,FL
4,2026-09-10,7pm,Southeast Raleigh (Raleigh),Cardinal Gibbons (Raleigh),0,NC,NC
4,2026-09-11,7pm,Adena (Frankfort),Paint Valley (Bainbridge),0,,
4,2026-09-11,7pm,Africentric Early College (Columbus),Briggs (Columbus),0,,
4,2026-09-11,7pm,Allen East (Harrod),Bluffton (Bluffton),0,,
4,2026-09-11,7pm,Alliance (Alliance),Salem (Salem),0,,
4,2026-09-11,7pm,Anderson (Cincinnati),Lebanon (Lebanon),0,,
4,2026-09-11,7pm,Anthony Wayne (Whitehouse),Liberty-Benton (Findlay),0,,
4,2026-09-11,7pm,Archbishop Alter (Kettering),Trotwood-Madison (Trotwood),0,,
4,2026-09-11,7pm,Lakeside (Ashtabula),South (Willoughby),0,,
4,2026-09-11,7pm,Athens (The Plains),Alexander (Albany),0,,
4,2026-09-11,7pm,Ayersville (Defiance),Wayne Trace (Haviland),0,,
4,2026-09-11,7pm,Badin (Hamilton),Bishop Hartley (Columbus),0,,
4,2026-09-11,7pm,Barnesville (Barnesville),Buckeye Local (Rayland),0,,
4,2026-09-11,7pm,Batavia (Batavia),Miami Trace (Washington Court House),0,,
4,2026-09-11,7pm,Bath (Lima),Shawnee (Lima),0,,
4,2026-09-11,7pm,Bay (Bay Village),Buckeye (Medina),0,,
4,2026-09-11,7pm,Beaver Local (East Liverpool),East Liverpool (East Liverpool),0,,
4,2026-09-11,7pm,Bellevue (Bellevue),Norwalk (Norwalk),0,,
4,2026-09-11,7:30pm,Belpre (Belpre),St Marys (St Marys),0,,WV
4,2026-09-11,7pm,Benjamin Logan (Bellefontaine),Bellefontaine (Bellefontaine),0,,
4,2026-09-11,7pm,Berkshire (Burton),Conneaut (Conneaut),0,,
4,2026-09-11,7pm,Berne Union (Sugar Grove),Miller (Corning),0,,
4,2026-09-11,7pm,Bishop Ready (Columbus),St Charles (Columbus),0,,
4,2026-09-11,7pm,Bishop Rosecrans (Zanesville),Grove City Christian (Grove City),0,,
4,2026-09-11,7pm,Bloom-Carroll (Carroll),Liberty Union (Baltimore),0,,
4,2026-09-11,7pm,Bradford (Bradford),Arcanum (Arcanum),0,,
4,2026-09-11,7pm,Brecksville-Broadview Heights (Broadview Heights),Barberton (Barberton),0,,
4,2026-09-11,7pm,Bridgeport (Bridgeport),Federal Hocking (Stewart),0,,
4,2026-09-11,7pm,Brookfield (Brookfield),Champion (Warren),0,,
4,2026-09-11,7pm,Brooklyn (Brooklyn),Cuyahoga Heights (Cuyahoga Heights),0,,
4,2026-09-11,7pm,Brookville (Brookville),Waynesville (Waynesville),0,,
4,2026-09-11,7pm,Brunswick (Brunswick),Mentor (Mentor),0,,
4,2026-09-11,7pm,Brush (Lyndhurst),Bedford (Bedford),0,,
4,2026-09-11,7pm,Buckeye Central (New Washington),Wynford (Bucyrus),0,,
4,2026-09-11,7pm,Buckeye Valley (Delaware),Licking Heights (Pataskala),0,,
4,2026-09-11,7pm,Harrison Central (Cadiz),Union Local (Belmont),0,,
4,2026-09-11,7pm,Caldwell (Caldwell),Monroe Central (Woodsfield),0,,
4,2026-09-11,7pm,Calvert (Tiffin),Colonel Crawford (North Robinson),0,,
4,2026-09-11,7pm,Cambridge (Cambridge),Brooke (Wellsburg),0,,WV
4,2026-09-11,7pm,Canton McKinley (Canton),GlenOak (Canton),0,,
4,2026-09-11,7pm,Cardinal (Middlefield),Leetonia (Leetonia),0,,
4,2026-09-11,7pm,Cardington-Lincoln (Cardington),Northmor (Galion),0,,
4,2026-09-11,7pm,Carlisle (Carlisle),Valley View (Germantown),0,,
4,2026-09-11,7pm,Carrollton (Carrollton),Claymont (Uhrichsville),0,,
4,2026-09-11,7pm,Catholic Central (Steubenville),Toronto (Toronto),0,,
4,2026-09-11,7pm,Centennial (Columbus),Linden McKinley (Columbus),0,,
4,2026-09-11,7pm,Centerville (Centerville),Kettering Fairmont (Kettering),0,,
4,2026-09-11,7pm,Canton Central Catholic (Canton),Ellet (Akron),0,,
4,2026-09-11,7pm,Central Catholic (Toledo),St Francis de Sales (Toledo),0,,
4,2026-09-11,7pm,Toledo Christian (Toledo),Vanlue (Vanlue),0,,
4,2026-09-11,7pm,Central Crossing (Grove City),Olentangy (Lewis Center),0,,
4,2026-09-11,7pm,Chaminade Julienne (Dayton),Bellbrook (Bellbrook),0,,
4,2026-09-11,7pm,Chardon (Chardon),Madison (Madison),0,,
4,2026-09-11,7pm,Chillicothe (Chillicothe),Hamilton Township (Columbus),0,,
4,2026-09-11,7pm,Chippewa (Doylestown),Northwestern (West Salem),0,,
4,2026-09-11,7pm,Circleville (Circleville),Amanda-Clearcreek (Amanda),0,,
4,2026-09-11,7pm,Clay (Oregon),Napoleon (Napoleon),0,,
4,2026-09-11,7pm,Clear Fork (Bellville),Ontario (Ontario),0,,
4,2026-09-11,7pm,Clearview (Lorain),Black River (Sullivan),0,,
4,2026-09-11,7pm,Cleveland Heights (Cleveland Heights),Strongsville (Strongsville),0,,
4,2026-09-11,7pm,Clinton-Massie (Clarksville),Blanchester (Blanchester),0,,
4,2026-09-11,7pm,Thurgood Marshall (Dayton),Woodward (Cincinnati),0,,
4,2026-09-11,7pm,Columbia (Columbia Station),Wellington (Wellington),0,,
4,2026-09-11,7pm,Columbiana (Columbiana),United (Hanoverton),0,,
4,2026-09-11,7pm,Conotton Valley (Bowerston),Strasburg-Franklin (Strasburg),0,,
4,2026-09-11,7pm,Cory-Rawson (Rawson),Waynesfield-Goshen (Waynesfield),0,,
4,2026-09-11,7pm,Coshocton (Coshocton),Meadowbrook (Byesville),0,,
4,2026-09-11,7pm,Crestview (Ashland),New London (New London),0,,
4,2026-09-11,7pm,Crestview (Convoy),Spencerville (Spencerville),0,,
4,2026-09-11,7pm,Crooksville (Crooksville),New Lexington (New Lexington),0,,
4,2026-09-11,7pm,Cuyahoga Falls (Cuyahoga Falls),Cloverleaf (Seville),0,,
4,2026-09-11,7pm,Dalton (Dalton),Hillsdale (Jeromesville),0,,
4,2026-09-11,7pm,Dawson-Bryant (Coal Grove),Chesapeake (Chesapeake),0,,
4,2026-09-11,7pm,Deer Park (Cincinnati),Reading (Reading),0,,
4,2026-09-11,7pm,Delta (Delta),Archbold (Archbold),0,,
4,2026-09-11,7pm,Dixie (New Lebanon),Preble Shawnee (Camden),0,,
4,2026-09-11,7pm,Dover (Dover),Lexington (Lexington),0,,
4,2026-09-11,7pm,Dublin Coffman (Dublin),Pickerington North (Pickerington),0,,
4,2026-09-11,7pm,Dunbar (Dayton),St Bernard-Elmwood Place (St Bernard),0,,
4,2026-09-11,7pm,East (Akron),Coventry (Coventry Twp),0,,
4,2026-09-11,7pm,East (Columbus),Mifflin (Columbus),0,,
4,2026-09-11,7pm,Eastern (Beaver),Eastern (Reedsville),0,,
4,2026-09-11,7pm,East Knox (Howard),Centerburg (Centerburg),0,,
4,2026-09-11,7pm,East Palestine (East Palestine),Lisbon David Anderson (Lisbon),0,,
4,2026-09-11,4pm,East Technical (Cleveland),John Hay (Cleveland),0,,
4,2026-09-11,7pm,Eastwood (Pemberville),Rossford (Rossford),0,,
4,2026-09-11,7pm,Edgerton (Edgerton),Tinora (Defiance),0,,
4,2026-09-11,7pm,Edon (Edon),Petersburg Summerfield (Petersburg),0,,MI
4,2026-09-11,7pm,Elgin (Marion),Woodmore (Elmore),0,,
4,2026-09-11,7pm,Elida (Elida),Kenton (Kenton),0,,
4,2026-09-11,7pm,Elmwood (Bloomdale),Arcadia (Arcadia),0,,
4,2026-09-11,7pm,Elyria Catholic (Elyria),Vermilion (Vermilion),0,,
4,2026-09-11,7pm,Euclid (Euclid),Lorain (Lorain),0,,
4,2026-09-11,7pm,Evergreen (Metamora),Wauseon (Wauseon),0,,
4,2026-09-11,7pm,Fairfield (Fairfield),Colerain (Cincinnati),0,,
4,2026-09-11,7pm,Fairfield Christian Academy (Lancaster),Fisher Catholic (Lancaster),0,,
4,2026-09-11,7pm,Fairfield Union (Lancaster),Logan Elm (Circleville),0,,
4,2026-09-11,7pm,Fairland (Proctorville),Rock Hill (Ironton),0,,
4,2026-09-11,7pm,Fairview (Sherwood),Hicksville (Hicksville),0,,
4,2026-09-11,7pm,Fayetteville (Fayetteville),New Miami (Hamilton),0,,
4,2026-09-11,7pm,Bishop Fenwick (Franklin),Edgewood (Trenton),0,,
4,2026-09-11,7pm,Field (Mogadore),Woodridge (Peninsula),0,,
4,2026-09-11,7pm,Finneytown (Cincinnati),Madeira (Cincinnati),0,,
