week,date,time,away,home,neutral,away_state,home_state
6,2026-09-25,7pm,Willard (Willard),Buckeye Central (New Washington),0,,
6,2026-09-25,7pm,Williamsburg (Williamsburg),Clermont Northeastern (Batavia),0,,
6,2026-09-25,7pm,Wilmington (Wilmington),Western Brown (Mount Orab),0,,
6,2026-09-25,7pm,Winton Woods (Cincinnati),Little Miami (Morrow),0,,
6,2026-09-25,7pm,Woodmore (Elmore),Northwood (Northwood),0,,
6,2026-09-25,7pm,Harvest Prep (Canal Winchester),Roger Bacon (St Bernard),0,,
6,2026-09-25,7pm,Worthington Christian (Worthington),Berne Union (Sugar Grove),0,,
6,2026-09-25,7pm,Zanesville (Zanesville),Licking Heights (Pataskala),0,,
6,2026-09-25,6:30pm,KIPP Columbus (Columbus),Cincinnati College Prep (Cincinnati),0,,
6,2026-09-25,7pm,Brooke (Wellsburg),Beaver Local (East Liverpool),0,WV,
6,2026-09-25,7pm,Cameron (Cameron),Tucker County (Hambleton),0,WV,WV
6,2026-09-25,7pm,Gilmer County (Glenville),Clay-Battelle (Blacksville),0,WV,WV
6,2026-09-25,7pm,Magnolia (New Martinsville),Ritchie County (Ellenboro),0,WV,WV
6,2026-09-25,7pm,Parkersburg South (Parkersburg),John Marshall (Glen Dale),0,WV,WV
6,2026-09-25,7pm,Point Pleasant (Point Pleasant),Lincoln County (Hamlin),0,WV,WV
6,2026-09-25,7pm,Tyler Consolidated,Weir (Weirton),0,WV,WV
6,2026-09-25,7pm,Valley (Wetzel) (Pine Grove),Meadow Bridge,0,WV,WV
6,2026-09-25,7pm,Wheeling Central Catholic (Wheeling),Monroe Central (Woodsfield),0,WV,
6,2026-09-25,7:30pm,Wheeling Park (Wheeling),St Clairsville (St Clairsville),0,WV,
6,2026-09-25,7pm,Williamstown (Williamstown),Chapmanville,0,WV,WV
6,2026-09-25,7pm,Wirt County (Elizabeth),Wahama (Mason),0,WV,WV
6,2026-09-25,7pm,Linsly (Wheeling),Mogadore (Mogadore),0,WV,
6,2026-09-25,7:30pm,Ashland Blazer (Ashland),Greenup County (Greenup),0,KY,KY
6,2026-09-25,7:30pm,Bath County,Lewis County (Vanceburg),0,KY,KY
6,2026-09-25,7pm,Beechwood (Fort Mitchell),Owen County,0,KY,KY
6,2026-09-25,7:30pm,Bryan Station,Simon Kenton (Independence),0,KY,KY
6,2026-09-25,7pm,Central (Louisville),Covington Catholic (Park Hills),0,KY,KY
6,2026-09-25,7:30pm,Fairview (Ashland),Phelps,0,KY,KY
6,2026-09-25,7:30pm,Fleming County,Russell (Russell),0,KY,KY
6,2026-09-25,7pm,Harrison County (Cynthiana),Highlands (Fort Thomas),0,KY,KY
6,2026-09-25,,Holmes (Covington),Jackson County,0,KY,KY
6,2026-09-25,7pm,Holy Cross (Covington),Eminence,0,KY,KY
6,2026-09-25,7:30pm,Johnson Central,Boyd County (Ashland),0,KY,KY
6,2026-09-25,7:30pm,Pike County Central,Belfry (Belfry),0,KY,KY
6,2026-09-25,7:30pm,Pikeville (Pikeville),Powell County,0,KY,KY
6,2026-09-25,7pm,Scott (Covington),Dixie Heights (Edgewood),0,KY,KY
6,2026-09-25,7pm,Somerset (Somerset),Metcalfe County,0,KY,KY
6,2026-09-25,8pm,Trinity (Louisville),St Xavier (Louisville),0,KY,KY
6,2026-09-25,4pm,Dearborn Divine Child (Dearborn),Ann Arbor Gabriel Richard (Ann Arbor),0,MI,MI
6,2026-09-25,5pm,Detroit King (Detroit),Detroit Cass Tech (Detroit),0,MI,MI
6,2026-09-25,7pm,Litchfield,Camden-Frontier (Camden),0,MI,MI
6,2026-09-25,7pm,Orchard Lake St Mary (Orchard Lake),Brother Rice (Bloomfield Hills),0,MI,MI
6,2026-09-25,7pm,Pittsford,North Adams-Jerome (North Adams),0,MI,MI
6,2026-09-25,7pm,Portage Central (Portage),Kalamazoo Loy Norrix,0,MI,MI
6,2026-09-25,7pm,Novi Detroit Catholic Central (Novi),St John's Jesuit (Toledo),0,MI,
6,2026-09-25,7pm,River Rouge (River Rouge),Grand Blanc,0,MI,MI
6,2026-09-25,7pm,Waldron (Waldron),Burr Oak,0,MI,MI
6,2026-09-25,7pm,Warren De La Salle (Warren),St Francis de Sales (Toledo),0,MI,
6,2026-09-25,7pm,Ann Arbor Skyline (Ann Arbor),Bedford (Temperance),0,MI,MI
6,2026-09-25,7pm,Britton-Deerfield (Britton),Adrian Lenawee Christian (Adrian),0,MI,MI
6,2026-09-25,7:30pm,North Allegheny (Wexford),Pine-Richland (Gibsonia),0,PA,PA
6,2026-09-25,7pm,Riverview,Jeannette (Jeannette),0,PA,PA
6,2026-09-25,7pm,Western Beaver (Industry),Hopewell,0,PA,PA
6,2026-09-25,7:30pm,Perry Traditional Academy (Pittsburgh),Westinghouse (Pittsburgh),0,PA,PA
6,2026-09-25,7pm,McDowell (Erie),Boardman (Youngstown),0,PA,
6,2026-09-25,7pm,Cathedral Prep (Erie),Oil City (Oil City),0,PA,PA
6,2026-09-25,7pm,Hickory (Hermitage),Butler (Butler),0,PA,PA
6,2026-09-25,3:30pm,University Prep (USO co-op) (Pittsburgh),Brashear (Pittsburgh),0,PA,PA
6,2026-09-25,7pm,Erie (Erie),Austintown-Fitch (Austintown),0,PA,
6,2026-09-25,7pm,Columbus North,Bloomington South (Bloomington),0,IN,IN
6,2026-09-25,7pm,East Central (St Leon),Harrison (Harrison),0,IN,
6,2026-09-25,7pm,Fort Wayne Northrop,Bishop Dwenger (Fort Wayne),0,IN,IN
6,2026-09-25,7:30pm,Hamilton Heights (Arcadia),Lafayette Central Catholic,0,IN,IN
6,2026-09-25,7pm,Heritage,Blackhawk Christian (Fort Wayne),0,IN,IN
6,2026-09-25,7pm,Cardinal Ritter (Indianapolis),Heritage Christian,0,IN,IN
6,2026-09-25,7pm,Cathedral (Indianapolis),Trotwood-Madison (Trotwood),0,IN,
6,2026-09-25,7pm,Lawrenceburg (Lawrenceburg),Batesville,0,IN,IN
6,2026-09-25,7pm,Madison Consolidated,South Dearborn (Aurora),0,IN,IN
6,2026-09-25,7pm,Muncie Central,Richmond (Richmond),0,IN,IN
6,2026-09-25,7pm,Union (Dugger),Indiana School for the Deaf,0,IN,IN
6,2026-09-25,7pm,Guerin Catholic,Bishop Chatard (Indianapolis),0,IN,IN
6,2026-09-25,7pm,Crispus Attucks (Indianapolis),Southport (Indianapolis),0,IN,IN
6,2026-09-25,8pm,Blackman (Murfreesboro),Oakland (Murfreesboro),0,TN,TN
6,2026-09-25,8pm,Knoxville Catholic,Hoover (Hoover),0,TN,AL
6,2026-09-25,8pm,Ravenwood (Brentwood),Christ Presbyterian Academy (Nashville),0,TN,TN
6,2026-09-25,7pm,Tri-Cities Christian Academy (Kingsport),West-Oak (Westminster),0,TN,SC
6,2026-09-25,8pm,Providence Academy (Johnson City),Middle Tennessee Christian School (Murfreesboro),0,TN,TN
6,2026-09-25,7pm,Loudoun Sports Academy (Leesburg),McCallie,0,VA,TN
6,2026-09-25,7pm,Good Counsel (Wheaton),Malvern Prep (Malvern),0,MD,PA
6,2026-09-25,7pm,DeMatha Catholic (Hyattsville),Riverdale Baptist (Upper Marlboro),0,MD,MD
6,2026-09-25,,Our Lady of Mount Carmel (Essex),St Paul's School (Brooklandville),0,MD,MD
6,2026-09-25,,St Frances Academy (Regional),Mt Zion Prep (Lanham),0,MD,MD
6,2026-09-25,4pm,Gonzaga (Washington),Benedictine Military School (Savannah),0,DC,GA
6,2026-09-25,6pm,KIPP DC College Prep (Washington),Friendship Collegiate (Washington),0,DC,DC
6,2026-09-25,7pm,Digital Pioneers Academy (Washington),Paul VI (Chantilly),0,DC,VA
6,2026-09-25,7pm,St Francis (Hamburg),Cardinal Mooney (Youngstown),0,NY,
6,2026-09-25,7pm,Lewis J Bennett (Buffalo),Health Sciences (Buffalo),0,NY,NY
6,2026-09-25,6pm,Monsignor Farrell (Staten Island),Iona Prep (New Rochelle),0,NY,NY
6,2026-09-25,,University Prep (Rochester),Hutchinson Central Technical (Buffalo),0,NY,NY
6,2026-09-25,7pm,The Hun School (Princeton),Paramus Catholic (Paramus),0,NJ,NJ
6,2026-09-25,,Legacy Sport Sciences (Spring),IMG Academy (Bradenton),0,TX,FL
6,2026-09-25,7pm,Cardinal Ritter (St Louis),The St James Academy (Springfield),0,MO,VA
6,2026-09-25,7pm,Football North (via Clarkson SS) (Mississauga),Massillon Washington (Massillon),0,ON,
6,2026-09-25,7pm,MU Sports Academy (Delson),Southern Durham (Durham),0,QB,NC
6,2026-09-25,10pm,Faith Lutheran (Las Vegas),Bishop Gorman (Las Vegas),0,NV,NV
6,2026-09-25,7pm,West Orange (Winter Garden),Edgewater (Orlando),0,FL,FL
6,2026-09-25,,King-Drew,Saint Frances Academy (Baltimore),0,CA,MD
6,2026-09-26,3pm,Bedford (Bedford),John F Kennedy (Cleveland),0,,
6,2026-09-26,2pm,Buchtel (Akron),North (Akron),0,,
6,2026-09-26,5pm,Danbury (Lakeside),Stryker (Stryker),0,,
6,2026-09-26,7pm,Lisbon David Anderson (Lisbon),Valley Christian School (Youngstown),0,,
6,2026-09-26,2pm,East (Akron),Garfield (Akron),0,,
6,2026-09-26,1pm,Gilmour Academy (Gates Mills),University School (Hunting Valley),0,,
6,2026-09-26,6pm,Grand Valley (Orwell),St John School (Ashtabula),0,,
6,2026-09-26,7pm,Mathews (Vienna),Madonna (Weirton),0,,WV
6,2026-09-26,12pm,Meadowdale (Dayton),Thurgood Marshall (Dayton),0,,
6,2026-09-26,7pm,Miller (Corning),Fisher Catholic (Lancaster),0,,
6,2026-09-26,7pm,New London (New London),St Paul (Norwalk),0,,
6,2026-09-26,7pm,St Thomas Aquinas (Louisville),Catholic Central (Steubenville),0,,
6,2026-09-26,1pm,Woodward (Cincinnati),Gamble Montessori (Cincinnati),0,,
6,2026-09-26,7pm,Clark Montessori (Cincinnati),Manchester (Manchester),0,,
6,2026-09-26,,Landmark Eagles (club) (Cincinnati),C4 Lions (club) (Middletown),0,,
6,2026-09-26,5pm,Foxfire (Zanesville),North Adams (club) (Seaman),0,,
6,2026-09-26,6pm,Kennedy Catholic (Hermitage),St Joseph Central Catholic (Fremont),0,PA,
6,2026-09-26,3pm,Waldron,Tri-State King's Crusaders (club) (Harlan),0,IN,IN
6,2026-09-26,,Greenwood Christian,Morristown,0,IN,IN
6,2026-09-26,5pm,Noblesville Lions (club) (Noblesville),Columbus Crusaders (club) (Columbus),0,IN,
6,2026-09-26,,Indianapolis Crimson Knights (club),Kingdom/Christian Life Academy Lions (club) (Hopedale),0,IN,IL
6,2026-09-26,1pm,St John's College (Washington),St Edward (Lakewood),0,DC,
6,2026-09-26,2pm,Canisius (Buffalo),St Joseph's Collegiate (Buffalo),0,NY,NY
6,2026-09-26,7:30pm,Chaminade (Mineola),St Francis Prep (Fresh Meadows),0,NY,NY
6,2026-09-26,1pm,Long Island Lutheran (Brookville),Episcopal Academy (Newtown Square),0,NY,PA
6,2026-09-26,12pm,Woodbridge College (Woodbridge),Huron Heights (Newmarket),0,ON,ON
6,2026-09-26,7pm,Rabun Gap - Nacoochee (Rabun Gap),Ambassador Christian (Huntersville),0,GA,NC
6,2026-09-26,12pm,Overbrook (Pine Hill),Salem (Salem),0,NJ,NJ
6,2026-09-27,11am,Erasmus Hall Campus (Brooklyn),Eagle Academy for Young Men II (Brooklyn),0,NY,NY
7,2026-10-01,7:30pm,Harrison Central (Cadiz),Indian Creek (Wintersville),0,,
7,2026-10-01,6pm,Thurgood Marshall (Dayton),Ponitz Tech (Dayton),0,,
7,2026-10-01,7pm,East (Columbus),Beechcroft (Columbus),0,,
7,2026-10-01,7pm,Linden McKinley (Columbus),Whetstone (Columbus),0,,
7,2026-10-01,6pm,Steubenville (Steubenville),Ursuline (Youngstown),0,,
7,2026-10-01,6pm,Woodward (Toledo),Waite (Toledo),0,,
7,2026-10-01,7pm,Harvest Prep (Canal Winchester),Centennial (Columbus),0,,
7,2026-10-01,7:30pm,Belfry (Belfry),East Ridge,0,KY,KY
7,2026-10-01,7:30pm,Shelby Valley (Pikeville),Pike County Central,0,KY,KY
7,2026-10-01,7pm,Westinghouse (Pittsburgh),University Prep (USO co-op) (Pittsburgh),0,PA,PA
7,2026-10-01,8pm,Clay County (Celina),Middle Tennessee Christian School (Murfreesboro),0,TN,TN
7,2026-10-01,8pm,Oakland (Murfreesboro),Rockvale (Rockvale),0,TN,TN
7,2026-10-01,7pm,Camden (Camden),Permian (Odessa),0,NJ,TX
7,2026-10-02,7pm,Ada (Ada),Elmwood (Bloomdale),0,,
7,2026-10-02,7pm,Adena (Frankfort),Huntington (Chillicothe),0,,
7,2026-10-02,6:30pm,Aiken (Cincinnati),Western Hills (Cincinnati),0,,
7,2026-10-02,7pm,Anthony Wayne (Whitehouse),Clay (Oregon),0,,
7,2026-10-02,7pm,Antwerp (Antwerp),Tinora (Defiance),0,,
7,2026-10-02,7pm,Arcanum (Arcanum),Twin Valley South (West Alexandria),0,,
7,2026-10-02,7pm,Archbishop Alter (Kettering),Archbishop Carroll (Dayton),0,,
7,2026-10-02,7pm,Lakeside (Ashtabula),North (Eastlake),0,,
7,2026-10-02,7pm,Athens (The Plains),Meigs (Pomeroy),0,,
7,2026-10-02,7pm,Aurora (Aurora),Kenston (Chagrin Falls),0,,
7,2026-10-02,7pm,Avon (Avon),Midview (Grafton),0,,
7,2026-10-02,7pm,Ayersville (Defiance),Edgerton (Edgerton),0,,
7,2026-10-02,7pm,Badin (Hamilton),Bishop Fenwick (Franklin),0,,
7,2026-10-02,7pm,Barberton (Barberton),Twinsburg (Twinsburg),0,,
7,2026-10-02,7pm,Barnesville (Barnesville),Fort Frye (Beverly),0,,
7,2026-10-02,7pm,Beachwood (Beachwood),Independence (Independence),0,,
7,2026-10-02,7pm,Beaver Local (East Liverpool),Hubbard (Hubbard),0,,
7,2026-10-02,7pm,Beavercreek (Beavercreek),Springboro (Springboro),0,,
7,2026-10-02,7:30pm,Bellaire (Bellaire),St Clairsville (St Clairsville),0,,
7,2026-10-02,7pm,Bellefontaine (Bellefontaine),London (London),0,,
7,2026-10-02,7pm,Bellevue (Bellevue),Huron (Huron),0,,
7,2026-10-02,7pm,Belpre (Belpre),Trimble (Glouster),0,,
7,2026-10-02,7pm,Benedictine (Cleveland),Cardinal Mooney (Youngstown),0,,
7,2026-10-02,7pm,Benjamin Logan (Bellefontaine),North Union (Richwood),0,,
7,2026-10-02,7pm,Berne Union (Sugar Grove),Grove City Christian (Grove City),0,,
7,2026-10-02,7pm,Bethel (Tipp City),Covington (Covington),0,,
7,2026-10-02,7pm,Bishop Hartley (Columbus),Villa Angela-St Joseph (Cleveland),0,,
7,2026-10-02,7pm,Bishop Rosecrans (Zanesville),Caldwell (Caldwell),0,,
7,2026-10-02,7pm,Bloom-Carroll (Carroll),St Francis DeSales (Columbus),0,,
7,2026-10-02,7pm,Bowling Green (Bowling Green),Liberty-Benton (Findlay),0,,
7,2026-10-02,7pm,Bradford (Bradford),Ansonia (Ansonia),0,,
7,2026-10-02,7pm,Bridgeport (Bridgeport),Cameron (Cameron),0,,WV
7,2026-10-02,7pm,Brunswick (Brunswick),Euclid (Euclid),0,,
7,2026-10-02,7pm,Bryan (Bryan),Swanton (Swanton),0,,
7,2026-10-02,7pm,Buchtel (Akron),Firestone (Akron),0,,
7,2026-10-02,7pm,Buckeye (Medina),Normandy (Parma),0,,
7,2026-10-02,7pm,Buckeye Central (New Washington),Lucas (Lucas),0,,
7,2026-10-02,7pm,Buckeye Trail (Lore City),East Canton (East Canton),0,,
7,2026-10-02,7pm,Buckeye Valley (Delaware),Bishop Ready (Columbus),0,,
7,2026-10-02,7pm,Bucyrus (Bucyrus),Upper Sandusky (Upper Sandusky),0,,
7,2026-10-02,7pm,Butler (Vandalia),Troy (Troy),0,,
7,2026-10-02,7pm,Cambridge (Cambridge),Union Local (Belmont),0,,
7,2026-10-02,7pm,Canal Winchester (Canal Winchester),Teays Valley (Ashville),0,,
7,2026-10-02,7pm,Cardington-Lincoln (Cardington),Centerburg (Centerburg),0,,
7,2026-10-02,7pm,Catholic Central (Springfield),Southeastern Local (South Charleston),0,,
7,2026-10-02,7pm,Cedarville (Cedarville),Greenon (Enon),0,,
7,2026-10-02,7pm,Celina (Celina),Elida (Elida),0,,
7,2026-10-02,7pm,Centerville (Centerville),Miamisburg (Miamisburg),0,,
7,2026-10-02,7pm,Central Crossing (Grove City),Pickerington North (Pickerington),0,,
7,2026-10-02,7pm,Chagrin Falls (Chagrin Falls),Brooklyn (Brooklyn),0,,
7,2026-10-02,7pm,Chardon (Chardon),Lutheran West (Rocky River),0,,
7,2026-10-02,7pm,Chesapeake (Chesapeake),South Point (South Point),0,,
7,2026-10-02,7pm,Chippewa (Doylestown),Waynedale (Apple Creek),0,,
7,2026-10-02,7pm,Cincinnati Country Day (Cincinnati),Miami Valley Christian Academy (Cincinnati),0,,
7,2026-10-02,7pm,Claymont (Uhrichsville),Ridgewood (West Lafayette),0,,
7,2026-10-02,7pm,Clearview (Lorain),Brookside (Sheffield),0,,
7,2026-10-02,7pm,Clermont Northeastern (Batavia),Blanchester (Blanchester),0,,
7,2026-10-02,7pm,Clyde (Clyde),Edison (Milan),0,,
7,2026-10-02,7pm,Coldwater (Coldwater),Versailles (Versailles),0,,
7,2026-10-02,7pm,Colerain (Cincinnati),Sycamore (Cincinnati),0,,
7,2026-10-02,7pm,Colonel Crawford (North Robinson),Wynford (Bucyrus),0,,
7,2026-10-02,7pm,Columbus Academy (Gahanna),Franklin Heights (Columbus),0,,
7,2026-10-02,7pm,Columbus Grove (Columbus Grove),Allen East (Harrod),0,,
7,2026-10-02,7pm,Conotton Valley (Bowerston),Frontier (New Matamoras),0,,
7,2026-10-02,7pm,Copley (Copley),Brecksville-Broadview Heights (Broadview Heights),0,,
7,2026-10-02,7pm,Coshocton (Coshocton),Morgan (McConnelsville),0,,
7,2026-10-02,7pm,Coventry (Coventry Twp),Canton Central Catholic (Canton),0,,
7,2026-10-02,7pm,Crestline (Crestline),Toledo Christian (Toledo),0,,
7,2026-10-02,7pm,Crestview (Ashland),St Paul (Norwalk),0,,
7,2026-10-02,7pm,Crestview (Columbiana),Newton Falls (Newton Falls),0,,
7,2026-10-02,7pm,Crestview (Convoy),Jefferson (Delphos),0,,
7,2026-10-02,7pm,Cuyahoga Falls (Cuyahoga Falls),Norton (Norton),0,,
7,2026-10-02,7pm,Cuyahoga Heights (Cuyahoga Heights),Wickliffe (Wickliffe),0,,
7,2026-10-02,7pm,Danbury (Lakeside),Chalker (Southington),0,,
7,2026-10-02,7pm,Lisbon David Anderson (Lisbon),Wellsville (Wellsville),0,,
7,2026-10-02,7pm,Dawson-Bryant (Coal Grove),KIPP Columbus (Columbus),0,,
7,2026-10-02,6:30pm,Dayton Christian (Miamisburg),Cincinnati College Prep (Cincinnati),0,,
7,2026-10-02,7pm,Deer Park (Cincinnati),Mariemont (Cincinnati),0,,
7,2026-10-02,7pm,Dixie (New Lebanon),Tri-Village (New Madison),0,,
7,2026-10-02,7pm,Dunbar (Dayton),Trotwood-Madison (Trotwood),0,,
7,2026-10-02,7pm,East Clinton (Sabina),Bethel-Tate (Bethel),0,,
7,2026-10-02,7pm,Eastern (Beaver),Symmes Valley (Willow Wood),0,,
7,2026-10-02,7pm,Eastern (Reedsville),Federal Hocking (Stewart),0,,
7,2026-10-02,7pm,East Liverpool (East Liverpool),Edison (Richmond),0,,
7,2026-10-02,7pm,Eastmoor Academy (Columbus),Walnut Ridge (Columbus),0,,
7,2026-10-02,4pm,East Technical (Cleveland),Glenville (Cleveland),0,,
7,2026-10-02,7pm,Eastwood (Pemberville),Oak Harbor (Oak Harbor),0,,
7,2026-10-02,7pm,Edgewood (Ashtabula),Hawken (Gates Mills),0,,
7,2026-10-02,7pm,Edgewood (Trenton),Ross (Hamilton),0,,
7,2026-10-02,7pm,Elder (Cincinnati),Archbishop Moeller (Cincinnati),0,,
7,2026-10-02,7pm,Elgin (Marion),Cory-Rawson (Rawson),0,,
7,2026-10-02,7pm,Elyria (Elyria),Amherst Steele (Amherst),0,,
7,2026-10-02,7pm,Elyria Catholic (Elyria),Lake Catholic (Mentor),0,,
7,2026-10-02,7pm,Evergreen (Metamora),Liberty Center (Liberty Center),0,,
7,2026-10-02,7pm,Fairfield Christian Academy (Lancaster),Miller (Corning),0,,
7,2026-10-02,7pm,Fairfield Union (Lancaster),Circleville (Circleville),0,,
7,2026-10-02,7pm,Fairland (Proctorville),Portsmouth (Portsmouth),0,,
7,2026-10-02,7pm,Fairless (Brewster),Manchester (New Franklin),0,,
7,2026-10-02,7pm,Fairport Harding (Fairport Harbor),Trinity (Garfield Heights),0,,
7,2026-10-02,7pm,Fairview (Fairview Park),Conneaut (Conneaut),0,,
7,2026-10-02,7pm,Field (Mogadore),Cloverleaf (Seville),0,,
7,2026-10-02,7pm,Firelands (Oberlin),Black River (Sullivan),0,,
7,2026-10-02,7pm,Fisher Catholic (Lancaster),Millersport (Millersport),0,,
7,2026-10-02,7pm,Fort Recovery (Fort Recovery),Marion Local (Maria Stein),0,,
7,2026-10-02,7pm,Franklin (Franklin),Bellbrook (Bellbrook),0,,
7,2026-10-02,7pm,Garaway (Sugarcreek),Sandy Valley (Magnolia),0,,
7,2026-10-02,7pm,Garfield Heights (Garfield Heights),Bedford (Bedford),0,,
7,2026-10-02,7pm,Gibsonburg (Gibsonburg),Lakota (Kansas),0,,
7,2026-10-02,7pm,Graham Local (St Paris),Northwestern (Springfield),0,,
7,2026-10-02,7pm,Grandview Heights (Columbus),Worthington Christian (Worthington),0,,
7,2026-10-02,7pm,Granville (Granville),Zanesville (Zanesville),0,,
7,2026-10-02,7pm,Green (Franklin Furnace),Notre Dame (Portsmouth),0,,
7,2026-10-02,7pm,Green (Uniontown),GlenOak (Canton),0,,
7,2026-10-02,7pm,Greeneview (Jamestown),Madison-Plains (London),0,,
7,2026-10-02,7pm,Marion Harding (Marion),Ontario (Ontario),0,,
7,2026-10-02,7pm,Warren G Harding (Warren),Boardman (Youngstown),0,,
7,2026-10-02,7pm,Heath (Heath),Northridge (Johnstown),0,,
7,2026-10-02,7pm,Highland (Medina),North Royalton (North Royalton),0,,
7,2026-10-02,7pm,Highland (Marengo),River Valley (Caledonia),0,,
7,2026-10-02,7pm,Hilliard Bradley (Hilliard),Hilliard Davidson (Hilliard),0,,
7,2026-10-02,7pm,Hilliard Darby (Hilliard),Dublin Jerome (Dublin),0,,
7,2026-10-02,7pm,Hillsboro (Hillsboro),Jackson (Jackson),0,,
7,2026-10-02,7pm,Holgate (Holgate),Plymouth (Plymouth),0,,
7,2026-10-02,7pm,Holy Name (Parma Heights),Cuyahoga Valley Christian Academy (Cuyahoga Falls),0,,
7,2026-10-02,7pm,Hoover (North Canton),Canton McKinley (Canton),0,,
7,2026-10-02,7pm,Hopewell-Loudon (Bascom),Calvert (Tiffin),0,,
7,2026-10-02,7pm,Howland (Warren),Alliance (Alliance),0,,
7,2026-10-02,7pm,Independence (Columbus),Africentric Early College (Columbus),0,,
7,2026-10-02,7pm,Indian Hill (Cincinnati),Finneytown (Cincinnati),0,,
7,2026-10-02,7pm,Indian Lake (Lewistown),Shawnee (Springfield),0,,
7,2026-10-02,7pm,Jefferson Area (Jefferson),West Geauga (Chesterland),0,,
7,2026-10-02,7pm,Jefferson Township (Dayton),Fayetteville (Fayetteville),0,,
7,2026-10-02,4pm,John F Kennedy (Cleveland),Rhodes (Cleveland),0,,
7,2026-10-02,7pm,John F Kennedy (Warren),Columbia (Columbia Station),0,,
7,2026-10-02,4pm,John Marshall (Cleveland),John Adams (Cleveland),0,,
7,2026-10-02,7pm,Johnstown (Johnstown),Utica (Utica),0,,
7,2026-10-02,7pm,Jonathan Alder (Plain City),Urbana (Urbana),0,,
7,2026-10-02,7pm,Kenton (Kenton),Defiance (Defiance),0,,
7,2026-10-02,7pm,Kenton Ridge (Springfield),Tecumseh (New Carlisle),0,,
7,2026-10-02,7pm,Kettering Fairmont (Kettering),Northmont (Clayton),0,,
7,2026-10-02,7pm,Kirtland (Kirtland),Crestwood (Mantua),0,,
7,2026-10-02,7pm,River Valley (Bidwell),Alexander (Albany),0,,
7,2026-10-02,7pm,LaBrae (Leavittsburg),Brookfield (Brookfield),0,,
7,2026-10-02,7pm,Lake (Millbury),Otsego (Tontogany),0,,
7,2026-10-02,7pm,Lake (Uniontown),Jackson (Massillon),0,,
7,2026-10-02,7pm,Lakeview (Cortland),Struthers (Struthers),0,,
7,2026-10-02,7pm,Lakewood (Hebron),Newark Catholic (Newark),0,,
7,2026-10-02,7pm,Lakewood (Lakewood),Bay (Bay Village),0,,
7,2026-10-02,7pm,Lakota East (Liberty Township),Fairfield (Fairfield),0,,
7,2026-10-02,7pm,Lakota West (West Chester),Middletown (Middletown),0,,
7,2026-10-02,7pm,Lancaster (Lancaster),Logan (Logan),0,,
7,2026-10-02,7pm,Leetonia (Leetonia),Grand Valley (Orwell),0,,
7,2026-10-02,7pm,Leipsic (Leipsic),Arcadia (Arcadia),0,,
7,2026-10-02,7pm,Liberty (Youngstown),Garfield (Garrettsville),0,,
7,2026-10-02,7pm,Liberty Union (Baltimore),Hamilton Township (Columbus),0,,
7,2026-10-02,7pm,Licking Heights (Pataskala),Watkins Memorial (Pataskala),0,,
7,2026-10-02,7pm,Licking Valley (Newark),Mount Vernon (Mount Vernon),0,,
7,2026-10-02,7pm,Lima Senior (Lima),Start (Toledo),0,,
7,2026-10-02,7pm,Lima Central Catholic (Lima),Bluffton (Bluffton),0,,
7,2026-10-02,7pm,Little Miami (Morrow),Kings (Kings Mills),0,,
7,2026-10-02,7pm,Logan Elm (Circleville),Amanda-Clearcreek (Amanda),0,,
7,2026-10-02,7pm,Loudonville (Loudonville),Danville (Danville),0,,
7,2026-10-02,7pm,Louisville (Louisville),Canfield (Canfield),0,,
7,2026-10-02,7pm,Lowellville (Lowellville),Mineral Ridge (Mineral Ridge),0,,
7,2026-10-02,7pm,Lutheran East (Cleveland Heights),Shaw (East Cleveland),0,,
7,2026-10-02,7pm,Madison (Madison),Harvey (Painesville),0,,
7,2026-10-02,7pm,Malvern (Malvern),Tuscarawas Central Catholic (New Philadelphia),0,,
7,2026-10-02,7pm,Mansfield Senior (Mansfield),Ashland (Ashland),0,,
7,2026-10-02,7pm,Maple Heights (Maple Heights),Youngstown (Youngstown),0,,
7,2026-10-02,7pm,Margaretta (Castalia),Northwood (Northwood),0,,
7,2026-10-02,7pm,Marlington (Alliance),Salem (Salem),0,,
7,2026-10-02,7pm,Martins Ferry (Martins Ferry),Buckeye Local (Rayland),0,,
7,2026-10-02,7pm,Marysville (Marysville),Olentangy (Lewis Center),0,,
7,2026-10-02,7pm,Mason (Mason),Princeton (Cincinnati),0,,
7,2026-10-02,7pm,Mathews (Vienna),Cardinal (Middlefield),0,,
7,2026-10-02,7pm,Maumee (Maumee),Fostoria (Fostoria),0,,
7,2026-10-02,7pm,Maysville (Zanesville),Tri-Valley (Dresden),0,,
7,2026-10-02,7pm,McClain (Greenfield),Washington (Washington Court House),0,,
7,2026-10-02,7pm,Niles McKinley (Niles),Poland Seminary (Poland),0,,
7,2026-10-02,7pm,Archbishop McNicholas (Cincinnati),Chaminade Julienne (Dayton),0,,
7,2026-10-02,7pm,Meadowbrook (Byesville),New Lexington (New Lexington),0,,
7,2026-10-02,7pm,Meadowdale (Dayton),Cincinnati Hills Christian Academy (Cincinnati),0,,
7,2026-10-02,7pm,Mechanicsburg (Mechanicsburg),Fairbanks (Milford Center),0,,
7,2026-10-02,7pm,Medina (Medina),Hudson (Hudson),0,,
7,2026-10-02,7pm,St Marys Memorial (St Marys),Van Wert (Van Wert),0,,
